times,LOAD,WIND_ONSHORE,WIND_OFFSHORE,SOLAR,DA_PRICES,LOAD_H2,ELASTICITY_EL
2018-01-01T00:00:00.000+01:00,10823,0.525714286,0.784743992,0,27.2,8882,2225
2018-01-01T01:00:00.000+01:00,10690,0.546938776,0.79414838,0,27.3,8881,2198
2018-01-01T02:00:00.000+01:00,10354,0.548571429,0.79414838,0,30.1,8880,2135
2018-01-01T03:00:00.000+01:00,10032,0.551836735,0.784743992,0,20.87,8879,2049
2018-01-01T04:00:00.000+01:00,9766,0.56,0.78369906,0,25.56,8878,2004
2018-01-01T05:00:00.000+01:00,9768,0.552653061,0.789968652,0,25.58,8877,2005
2018-01-01T06:00:00.000+01:00,10070,0.554285714,0.791013584,0,25.81,8875,2067
2018-01-01T07:00:00.000+01:00,10409,0.549387755,0.786833856,0,29.9,8874,2146
2018-01-01T08:00:00.000+01:00,10693,0.528979592,0.724137931,0,26.33,8873,2196
2018-01-01T09:00:00.000+01:00,11050,0.484897959,0.646812957,0.021962074,26.38,8872,2270
2018-01-01T10:00:00.000+01:00,11539,0.502857143,0.754440961,0.092105263,29.9,8871,2379
2018-01-01T11:00:00.000+01:00,11890,0.524897959,0.786833856,0.165247678,34.9,8870,2464
2018-01-01T12:00:00.000+01:00,12211,0.493877551,0.782654127,0.182952786,35.8,8869,2533
2018-01-01T13:00:00.000+01:00,12393,0.468571429,0.791013584,0.147639319,40.4,8868,2583
2018-01-01T14:00:00.000+01:00,12501,0.395918367,0.786833856,0.095588235,34.15,8866,2589
2018-01-01T15:00:00.000+01:00,12612,0.262040816,0.73876698,0.04876161,31,8865,2603
2018-01-01T16:00:00.000+01:00,13132,0.126530612,0.67816092,0.015479876,30,8864,2708
2018-01-01T17:00:00.000+01:00,14098,0.103673469,0.510971787,0.002321981,34.3,8863,2920
2018-01-01T18:00:00.000+01:00,14021,0.064489796,0.287356322,0,30.5,8862,2892
2018-01-01T19:00:00.000+01:00,13746,0.044081633,0.248693835,0,32,8861,2840
2018-01-01T20:00:00.000+01:00,13284,0.062040816,0.240334378,0,32,8860,2745
2018-01-01T21:00:00.000+01:00,12653,0.121632653,0.237199582,0,27.34,8858,2602
2018-01-01T22:00:00.000+01:00,11941,0.151836735,0.258098224,0,27.4,8857,2455
2018-01-01T23:00:00.000+01:00,11159,0.133877551,0.229885057,0,23.79,8856,2286
2018-01-02T00:00:00.000+01:00,10606,0.110204082,0.262277952,0,25.07,8855,2176
2018-01-02T01:00:00.000+01:00,10243,0.164081633,0.219435737,0,23.19,8854,2097
2018-01-02T02:00:00.000+01:00,9990,0.173877551,0.262277952,0,25.03,8853,2049
2018-01-02T03:00:00.000+01:00,9885,0.154285714,0.327063741,0,24.76,8852,2027
2018-01-02T04:00:00.000+01:00,9994,0.184489796,0.33646813,0,24.91,8850,2050
2018-01-02T05:00:00.000+01:00,10534,0.124081633,0.471264368,0,25.98,8849,2163
2018-01-02T06:00:00.000+01:00,11886,0.225306122,0.50261233,0,22.58,8848,2432
2018-01-02T07:00:00.000+01:00,13487,0.281632653,0.592476489,0,41.92,8847,2815
2018-01-02T08:00:00.000+01:00,14973,0.231836735,0.612330199,0,47.95,8846,3145
2018-01-02T09:00:00.000+01:00,15805,0.293061224,0.519331243,0.015286378,49.9,8845,3327
2018-01-02T10:00:00.000+01:00,16054,0.288163265,0.495297806,0.069369195,50,8844,3380
2018-01-02T11:00:00.000+01:00,16092,0.204897959,0.556948798,0.14125387,49.7,8843,3387
2018-01-02T12:00:00.000+01:00,16077,0.238367347,0.523510972,0.18246904,48.16,8841,3378
2018-01-02T13:00:00.000+01:00,16179,0.176326531,0.39707419,0.167376161,47.24,8840,3396
2018-01-02T14:00:00.000+01:00,16268,0.291428571,0.531870428,0.108842879,46.1,8839,3411
2018-01-02T15:00:00.000+01:00,16298,0.232653061,0.665621735,0.047600619,43.86,8838,3409
2018-01-02T16:00:00.000+01:00,16773,0.248979592,0.680250784,0.012964396,43.64,8837,3508
2018-01-02T17:00:00.000+01:00,17634,0.28,0.715778474,0.002225232,47.37,8836,3702
2018-01-02T18:00:00.000+01:00,16820,0.288163265,0.786833856,0,46.08,8835,3527
2018-01-02T19:00:00.000+01:00,16149,0.427755102,0.779519331,0,41.08,8833,3368
2018-01-02T20:00:00.000+01:00,15354,0.479183673,0.78369906,0,34.94,8832,3182
2018-01-02T21:00:00.000+01:00,14405,0.515102041,0.743991641,0,25.46,8831,2956
2018-01-02T22:00:00.000+01:00,13417,0.524081633,0.779519331,0,27.09,8830,2758
2018-01-02T23:00:00.000+01:00,12518,0.519183673,0.776384535,0,28.51,8829,2577
2018-01-03T00:00:00.000+01:00,11718,0.519183673,0.777429467,0,27.74,8828,2410
2018-01-03T01:00:00.000+01:00,11193,0.527346939,0.766980146,0,25.76,8827,2298
2018-01-03T02:00:00.000+01:00,10926,0.531428571,0.775339603,0,21.1,8826,2232
2018-01-03T03:00:00.000+01:00,10868,0.535510204,0.756530825,0,23.6,8824,2226
2018-01-03T04:00:00.000+01:00,10927,0.529795918,0.742946708,0,25.31,8823,2242
2018-01-03T05:00:00.000+01:00,11368,0.537142857,0.76384535,0,25.68,8822,2334
2018-01-03T06:00:00.000+01:00,12723,0.550204082,0.723092999,0,27.45,8821,2616
2018-01-03T07:00:00.000+01:00,14432,0.528163265,0.759665622,0,37,8820,2997
2018-01-03T08:00:00.000+01:00,15881,0.529795918,0.749216301,0,39.9,8819,3308
2018-01-03T09:00:00.000+01:00,16529,0.547755102,0.652037618,0.013351393,43.1,8818,3455
2018-01-03T10:00:00.000+01:00,16964,0.52,0.567398119,0.034442724,43.2,8817,3546
2018-01-03T11:00:00.000+01:00,17219,0.356734694,0.567398119,0.034055728,45,8815,3606
2018-01-03T12:00:00.000+01:00,17130,0.285714286,0.567398119,0.041505418,41.4,8814,3574
2018-01-03T13:00:00.000+01:00,17143,0.316734694,0.568443051,0.04876161,42.8,8813,3582
2018-01-03T14:00:00.000+01:00,17013,0.33877551,0.503657262,0.04121517,39.4,8812,3542
2018-01-03T15:00:00.000+01:00,16930,0.42122449,0.57262278,0.026993034,37,8811,3516
2018-01-03T16:00:00.000+01:00,17216,0.438367347,0.549634274,0.013254644,43.1,8810,3598
2018-01-03T17:00:00.000+01:00,17912,0.435102041,0.664576803,0.003869969,59.9,8809,3811
2018-01-03T18:00:00.000+01:00,17037,0.515918367,0.719958203,0,36.67,8808,3537
